sku,post_status,post_title,tags,stock,product_gallery,post_content,post_excerpt,category,manage_stock,stock_status,backorders,regular_price,weight,length,width,height,tax_status,tax_class,visibility,featured,featured_image,shipping_class,comment_status,ping_status,menu_order,change_stock,post_author
1155,public,Magic School Bus Phonics Reading,Scholastic,1,magic_school_bus_phonics_reading_2.jpg,Reading,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,magic_school_bus_phonics_reading_1.jpg,,open,open,,,dirkhonda
1156,public,Magnetic Sound Sorting Ending Sounds,Lakeshore Learning,1,magnetic_sound_sorting_ending_sounds_2.jpg,Ending Sounds,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,magnetic_sound_sorting_ending_sounds_1.jpg,,open,open,,,dirkhonda
1157,public,Main Idea Activity,Lakeshore Learning,1,main_idea_activity_2.jpg|main_idea_activity_3.jpg|main_idea_activity_4.jpg,"Being able to properly identify and summarize the main idea of a text is a critical skill. This set includes 3 activities that will firmly develop this ability. Materials needed include paper, pencil, crayon or markers, scissors and  glue.",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,main_idea_activity_1.jpg,,open,open,,,dirkhonda
1158,public,Making Connections Activity,Lakeshore Learning,1,making_connections_activity_2.jpg|making_connections_activity_3.jpg|making_connections_activity_4.jpg,"Making connections includes a child's ability to compare how something in the text relates to your own experiences, information you may have from other texts or events in the world. This set includes 3 hands on activities.  Materials needed include pencil, paper, a lunch bag, glue or tape, pens or crayons.",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,making_connections_activity_1.jpg,,open,open,,,dirkhonda
1159,public,Making Inferences Activity,Lakeshore Learning,1,making_inferences_activity_2.jpg|making_inferences_activity_3.jpg|making_inferences_activity_4.jpg,"Teach your child the skills to be a great text detective while they learn about making inferences regarding what an author is saying even when it is not directly stated in the text.  This set includes 3 activities that will create hands on, visual displays of their understanding if the making inferences concept.  Materials needed include paper, scissors, crayons and a pencil.",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,making_inferences_activity_1.jpg,,open,open,,,dirkhonda
1160,public,Mall Math,Lakeshore Learning,1,mall_math_2.jpg,"Decimals, Fractions, Percents",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,mall_math_1.jpg,,open,open,,,dirkhonda
1162,public,Match the Numbers,Ryan's Room,1,match_the_numbers_2.jpg,1 to 10,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,match_the_numbers_1.jpg,,open,open,,,dirkhonda
1163,public,Math Madness Independent Readers,Nora Gaydos,1,math_madness_independent_readers_2.jpg,"Set of 10 books, Independent ",,Reading|Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,math_madness_independent_readers_1.jpg,,open,open,,,dirkhonda
1164,public,Math Slam,Educational Insights,4,math_slam_2.jpg|math_slam_3.jpg,"addition, subtraction, algebra",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,math_slam_1.jpg,,open,open,,,dirkhonda
1165,public,Math Task Cards Write on Wipe Off,Carson Dellosa,2,math_task_cards_write_on_wipe_off_2.jpg|math_task_cards_write_on_wipe_off_3.jpg|math_task_cards_write_on_wipe_off_4.jpg,50 Write on/Wipe Off Task Cards,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,math_task_cards_write_on_wipe_off_1.jpg,,open,open,,,dirkhonda
1172,public,Mini Geosolids,Learning Resources,1,mini_geosolids_2.jpg,Shapes and Shape Properties,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,mini_geosolids_1.jpg,,open,open,,,dirkhonda
1173,public,Mini Muffin Match Up,Learning Resources,1,mini_muffin_match_up_2.jpg,"Counting, Sorting, Dexterity",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,mini_muffin_match_up_1.jpg,,open,open,,,dirkhonda
1174,public,Missing Number Fun,Carson Dellosa,2,,0-30,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,missing_number_fun_2.jpg,,open,open,,,dirkhonda
1175,public,Money Bags,Learning Resources,2,money_bags_2.jpg,Coin Counting Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,money_bags_1.jpg,,open,open,,,dirkhonda
1176,public,Mr. Wiggle Counters,Ideal,1,,"Counting, Classifying, Colors, Patterns",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,mr_wiggle_counters_1.jpg,,open,open,,,dirkhonda
1179,public,Multiplication Slam,Educational Insights,2,multiplication_slam_2.jpg,Electronic Multiplication Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,multiplication_slam_1.jpg,,open,open,,,dirkhonda
1181,public,My First Clock,Ravensburger,1,my_first_clock_2.jpg,Telling Time Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,my_first_clock_1.jpg,,open,open,,,dirkhonda
1183,public,My Little Pony Phonics Box,Scholastic,1,my_little_pony_phonics_box_2.jpg,"This My Little Pony Phonics set includes 12 stories with a focus on short and long vowel sounds that assist the kids in identifying the auditory difference between the two.  This skill will become valuable as they understand how words are spelled and decoded.  We recommend that a parent reads these stories to their child first, asking the child to simply identify if a main word is an example of a short or long vowel sound.  The main words are not high frequency words, but again used to illustrate long or short vowel sounds therefore some early readers may become frustrated if they think they are supposed to recognize the words.  Make sure they know that is not the skill you are working on. ",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,my_little_pony_phonics_box_1.jpg,,open,open,,,dirkhonda
1184,public,My Own Laptop Blue,Leap Frog,1,my_own_laptop_blue_2.jpg|my_own_laptop_blue_3.jpg|my_own_laptop_blue_4.jpg|my_own_laptop_blue_5.jpg,Alphabet,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,my_own_laptop_blue_1.jpg,,open,open,,,dirkhonda
1185,public,My Own Laptop Pink,Leap Frog,1,,Alphabet,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,my_own_laptop_pink_1.jpg,,open,open,,,dirkhonda
1187,public,National Geographic Sight Word Books,Scholastic,2,national_geographic_sight_word_books_2.jpg,"Your child will love the chance to identify new sight words in this highly visual 12 set of books which features stories about all the animals they adore.  This set is also a great reader for new emerging readers that are still fond of the one sentence structure per page, but are working on sounding out and new words.  A Parent's Guide is included.",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,national_geographic_sight_word_books_1.jpg,,open,open,,,dirkhonda
1188,public,Now I'm Reading- Level 1  - Big Fun,Nora Gaydos,1,now_i_m_reading_level_1_big_fun_2.jpg,Level 1,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,now_i_m_reading_level_1_big_fun_1.jpg,,open,open,,,dirkhonda
1189,public,Now I'm Reading- Level 1  - Playful Pals,Nora Gaydos,1,now_i_m_reading_level_1_playful_pals_2.jpg,Level 1,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,now_i_m_reading_level_1_playful_pals_1.jpg,,open,open,,,dirkhonda
1190,public,Now I'm Reading- Level 2 - Rhyme Time,Nora Gaydos,1,now_i_m_reading_level_2_rhyme_time_2.jpg,Level 2,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,now_i_m_reading_level_2_rhyme_time_1.jpg,,open,open,,,dirkhonda
1191,public,Now I'm Reading- Pre reader - My World,Nora Gaydos,1,now_i_m_reading_pre_reader_my_world_2.jpg,,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,now_i_m_reading_pre_reader_my_world_1.jpg,,open,open,,,dirkhonda
1192,public,Now I'm Reading- Pre reader - Word Play,Nora Gaydos,1,now_i_m_reading_pre_reader_word_play_2.jpg,"Sight Words, Includes Flash Cards",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,now_i_m_reading_pre_reader_word_play_1.jpg,,open,open,,,dirkhonda
1193,public,Number Pops,Learning Resources,1,number_pops_2.jpg,Counting,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,number_pops_1.jpg,,open,open,,,dirkhonda
1196,public,Nutrition Center,Lakeshore Learning,1,nutrition_center_2.jpg,Food Groups,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,nutrition_center_1.jpg,,open,open,,,dirkhonda
1197,public,Objects in Space,Carson Dellosa,1,objects_in_space_2.jpg|objects_in_space_3.jpg|objects_in_space_4.jpg,Objects in Space,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,objects_in_space_1.jpg,,open,open,,,dirkhonda
1198,public,Objects That Melt,Carson Dellosa,1,objects_that_melt_2.jpg|objects_that_melt_3.jpg|objects_that_melt_4.jpg,Objects That Melt,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,objects_that_melt_1.jpg,,open,open,,,dirkhonda
1199,public,Operations,Lakeshore Learning,1,operations_2.jpg,Equivalency Puzzles,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,operations_1.jpg,,open,open,,,dirkhonda
1200,public,Parts of a Plant,Carson Dellosa,1,parts_of_a_plant_2.jpg|parts_of_a_plant_3.jpg|parts_of_a_plant_4.jpg,Parts of a plant,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,parts_of_a_plant_1.jpg,,open,open,,,dirkhonda
1201,public,Parts of the Body,Carson Dellosa,1,parts_of_the_body_2.jpg|parts_of_the_body_3.jpg|parts_of_the_body_4.jpg,Parts of the Body,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,parts_of_the_body_1.jpg,,open,open,,,dirkhonda
1202,public,Pattern Safari,Carson Dellosa,2,pattern_safari_2.jpg,Patterns,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,pattern_safari_1.jpg,,open,open,,,dirkhonda
1203,public,Paw Patrol Step Into Reading Set,Step Into Reading,1,paw_patrol_step_into_reading_set_2.jpg,"Join the Paw Patrol Pack as they race from one adventure to another in this 12 book set.  The books do review the short and long vowel sounds, but this set is also ideal for new readers that are fond of the one sentence per page format. A Parent's Guide is included.",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,paw_patrol_step_into_reading_set_1.jpg,,open,open,,,dirkhonda
1204,public,Pet Counters,Learning Resources,1,,"Counting, Sorting, Patterns",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,pet_counters_1.jpg,,open,open,,,dirkhonda
1206,public,Phonics Reading First Activity Center,Lakeshore Learning,1,phonics_reading_first_activity_center_2.jpg|phonics_reading_first_activity_center_3.jpg|phonics_reading_first_activity_center_4.jpg,Phonics Skill Building,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,phonics_reading_first_activity_center_1.jpg,,open,open,,,dirkhonda
1208,public,Phonological Awareness Flash Cards,Junior Learning,2,,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,phonological_awareness_flash_cards_1.jpg,,open,open,,,dirkhonda
1210,public,Photo Opposites,Lauri,1,photo_opposites_2.jpg|photo_opposites_3.jpg,Opposites,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,photo_opposites_1.jpg,,open,open,,,dirkhonda
1211,public,Picnic Addition,Carson Dellosa,1,picnic_addition_2.jpg|picnic_addition_3.jpg,Addition Skills Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,picnic_addition_1.jpg,,open,open,,,dirkhonda
1212,public,Picnic Invaders Addition Challenge,Lakeshore Learning,1,picnic_invaders_addition_challenge_2.jpg,Addition,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,picnic_invaders_addition_challenge_1.jpg,,open,open,,,dirkhonda
1213,public,Picture Words Bingo,Lakeshore Learning,1,picture_words_bingo_2.jpg|picture_words_bingo_3.jpg,,,,yes,instock,yes,1,1,3,4,5,none,,visible,no,picture_words_bingo_1.jpg,,open,open,,,dirkhonda
1214,public,Pinkalicious I Can Read Phonics Set,Scholastic,5,pinkalicious_i_can_read_phonics_set_2.jpg,"Delight in a world of fun with Pinkalicious in this 12 story collection with a focus on short and long vowel sounds that assist the kids in identifying the auditory difference between the two.  This skill will become valuable as they understand how words are spelled and decoded.  We recommend that a parent reads these stories to their child first, asking the child to simply identify if a main word is an example of a short or long vowel sound.  This set is also ideal for early readers that still prefer a one sentence per page format.",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,pinkalicious_i_can_read_phonics_set_1.jpg,,open,open,,,dirkhonda
1215,public,Pizza Fraction Bingo,Learning Resources,1,,Fractions ,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,pizza_fraction_bingo_2.jpg,,open,open,,,dirkhonda
1216,public,Pizza Fraction Fun,Learning Resources,1,pizza_fraction_fun_2.jpg,fractions and Adding & Subtracting Fractions,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,pizza_fraction_fun_1.jpg,,open,open,,,dirkhonda
1217,public,Place Value Bingo,Trend Enterprises,1,place_value_bingo_2.jpg|place_value_bingo_3.jpg,Place Value,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,place_value_bingo_1.jpg,,open,open,,,dirkhonda
1219,public,Place Value Rods,Learning Resources,1,place_value_rods_2.jpg,Place Value,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,place_value_rods_1.jpg,,open,open,,,dirkhonda
1220,public,Plants Bingo,Lakeshore Learning,2,plants_bingo_2.jpg|plants_bingo_3.jpg,"Plant Life Cycle, vocab, plant features characteristics",,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,plants_bingo_1.jpg,,open,open,,,dirkhonda
1221,public,Pop & Win Math Game,Lakeshore Learning,1,pop_win_math_game_2.jpg|pop_win_math_game_3.jpg,"Algebraic Thinking, Fractions, Base 10, Geometry, Measurement",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,pop_win_math_game_1.jpg,,open,open,,,dirkhonda
1222,public,Practicing Pragmatics Fun Deck,Super Duper ,2,practicing_pragmatics_fun_deck_2.jpg|practicing_pragmatics_fun_deck_3.jpg|practicing_pragmatics_fun_deck_4.jpg,Manners,,Social Skills,yes,instock,yes,1,1,3,4,5,none,,visible,no,practicing_pragmatics_fun_deck_1.jpg,,open,open,,,dirkhonda
1224,public,Prefixes & Suffixes,Lakeshore Learning,1,prefixes_suffixes_2.jpg|prefixes_suffixes_3.jpg|prefixes_suffixes_4.jpg,Game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,prefixes_suffixes_1.jpg,,open,open,,,dirkhonda
1227,public,Product Parfait,Didax,1,product_parfait_2.jpg,Multiplication Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,product_parfait_1.jpg,,open,open,,,dirkhonda
1228,public,Pumping Heart Model,Learning Resources,1,pumping_heart_model_2.jpg|pumping_heart_model_3.jpg|pumping_heart_model_4.jpg,Model of Pumping Heart,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,pumping_heart_model_1.jpg,,open,open,,,dirkhonda
1229,public,Quizmo Fractions & Decimals,Media Materials,1,quizmo_fractions_decimals_2.jpg|quizmo_fractions_decimals_3.jpg,"Fractions, Decimals",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,quizmo_fractions_decimals_1.jpg,,open,open,,,dirkhonda
1230,public,Race to the Treasure,Peaceable Kingdom,1,race_to_the_treasure_2.jpg,Strategy,,Strategy,yes,instock,yes,1,1,3,4,5,none,,visible,no,race_to_the_treasure_1.jpg,,open,open,,,dirkhonda
1233,public,Read & Write Activity Cards,Smart Play,2,read_write_activity_cards_2.jpg|read_write_activity_cards_3.jpg|read_write_activity_cards_4.jpg,Writing numbers and letters - uses wipe off pen,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,read_write_activity_cards_1.jpg,,open,open,,,dirkhonda
1000,public, Reading Adventures 1 Cars,Scholastic,1,reading_adventures_1_cars_2.jpg,"This is a Level 1 set of 10 books that features easy to follow storylines for emerging readers.  Your child will enjoy reading about the Cars characters they know and love. You can expect these stories to include one or two sentences per page, simple sentence structure and high frequency word use. ",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_adventures_1_cars_1.jpg,,open,open,,,dirkhonda
1001,public, Reading Adventures 1 Disney Princess,Scholastic,1,reading_adventures_1_disney_princess_2.jpg,"This is a Level 1 set of 10 books that features easy to follow storylines for emerging readers.  Your child will love exploring with all their favorite Disney Princesses. You can expect these stories to include one or two sentences per page, simple sentence structure and high frequency word use. ",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_adventures_1_disney_princess_1.jpg,,open,open,,,dirkhonda
1002,public, Reading Adventures Pre Reader Mickey Mouse,Scholastic,1,reading_adventures_pre_reader_mickey_mouse_2.jpg,"10 Fun Pre 1 Level Books are included in this set.  Your little one will enjoy exploring with Mickey and his Club House friends while benefiting from easy to read print, supportive illustrations and repetitive, high frequency words. ",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_adventures_pre_reader_mickey_mouse_1.jpg,,open,open,,,dirkhonda
1003,public, Reading Adventures Pre Reader Sofia the 1st,Scholastic,1,reading_adventures_pre_reader_sofia_the_1st_2.jpg,"10 Fun Pre 1 Level Books are included in this set.  Your little one will enjoy exploring with Sofia and her friends while benefiting from easy to read print, supportive illustrations and repetitive, high frequency words. ",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_adventures_pre_reader_sofia_the_1st_1.jpg,,open,open,,,dirkhonda
1235,public,Reading Comprehension Practice Cards,Learning Resources,1,reading_comprehension_practice_cards_2.jpg|reading_comprehension_practice_cards_3.jpg|reading_comprehension_practice_cards_4.jpg|reading_comprehension_practice_cards_5.jpg,Reading Comprehension Practice Cards,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_comprehension_practice_cards_1.jpg,,open,open,,,dirkhonda
1236,public,Reading for Details Level 1,Edupress,2,reading_for_details_level_1_2.jpg|reading_for_details_level_1_3.jpg,Reading Comprehension Practice Cards,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_for_details_level_1_1.jpg,,open,open,,,dirkhonda
1239,public,Reading Informational Text Center,Lakeshore Learning,1,reading_informational_text_center_2.jpg,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,reading_informational_text_center_1.jpg,,open,open,,,dirkhonda
1240,public,"Ready, Set, Skip Count",Carson Dellosa,1,ready_set_skip_count_2.jpg|ready_set_skip_count_3.jpg,"Number Patterns, Skip Counting",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,ready_set_skip_count_1.jpg,,open,open,,,dirkhonda
1241,public,Recycling,Carson Dellosa,1,recycling_2.jpg|recycling_3.jpg|recycling_4.jpg,Sort Recycling Materials,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,recycling_1.jpg,,open,open,,,dirkhonda
1245,public,Rhyming Words,Lakeshore Learning,1,rhyming_words_2.jpg,Rhyming Words,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,rhyming_words_1.jpg,,open,open,,,dirkhonda
1243,public,Ride Along With Addition,Carson Dellosa,1,ride_along_with_addition_2.jpg|ride_along_with_addition_3.jpg,Addition Skills Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,ride_along_with_addition_1.jpg,,open,open,,,dirkhonda
1246,public,Scribble & Write,Leap Frog,1,scribble_write_2.jpg,"Handwriting Letter, Numbers",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,scribble_write_1.jpg,,open,open,,,dirkhonda
1248,public,Sequencing Fun Deck,Super Duper ,2,sequencing_fun_deck_2.jpg|sequencing_fun_deck_3.jpg,Sequencing,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,sequencing_fun_deck_1.jpg,,open,open,,,dirkhonda
1249,public,Serving Up Numbers,Carson Dellosa,2,serving_up_numbers_2.jpg,1 to 30,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,serving_up_numbers_1.jpg,,open,open,,,dirkhonda
1251,public,Shake & Play Word Families,Lakeshore Learning,1,shake_play_word_families_2.jpg,Word Families,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,shake_play_word_families_1.jpg,,open,open,,,dirkhonda
1252,public,Shape Adventure,Carson Dellosa,2,,Shapes,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,shape_adventure_1.jpg,,open,open,,,dirkhonda
1254,public,Sharks! Phonics,Scholastic,1,sharks_phonics_2.jpg,"Explore the captivating world of Sharks in this collection which features 10 books and  2 workbooks.  This collection focuses on recognizing the sound a recognition of blends in words. Such as sh, ch, th,wh.  Also a fun set for emerging independent readers.",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,sharks_phonics_1.jpg,,open,open,,,dirkhonda
1257,public,Short Vowels,Lakeshore Learning,1,short_vowels_2.jpg|short_vowels_3.jpg,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,short_vowels_1.jpg,,open,open,,,dirkhonda
1258,public,Sight Word Bingo Level 1,Lakeshore Learning,2,sight_word_bingo_level_1_2.jpg,Sight Words,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,sight_word_bingo_level_1_1.jpg,,open,open,,,dirkhonda
1259,public,Sight Word Memory Match Level 1,Lakeshore Learning,1,sight_word_memory_match_level_1_2.jpg,Memory Match Game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,sight_word_memory_match_level_1_1.jpg,,open,open,,,dirkhonda
1260,public,Sight Word Slap,Nora Gaydos,1,sight_word_slap_2.jpg|sight_word_slap_3.jpg,"Sight Words, Game",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,sight_word_slap_1.jpg,,open,open,,,dirkhonda
1264,public,Sight Words Splat,Edupress,1,sight_words_splat_2.jpg,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,sight_words_splat_1.jpg,,open,open,,,dirkhonda
1265,public,Simply Science Independent Readers,Nora Gaydos,1,simply_science_independent_readers_2.jpg,"Set of 10 books, Independent ",,Reading|Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,simply_science_independent_readers_1.jpg,,open,open,,,dirkhonda
1266,public,Skate Park Rally,Lakeshore Learning,1,skate_park_rally_2.jpg,Predicting Outcomes,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,skate_park_rally_1.jpg,,open,open,,,dirkhonda
1268,public,Smurfs Phonics Fun,Scholastic,1,smurfs_phonics_fun_2.jpg,10 Books 2 Work Books,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,smurfs_phonics_fun_1.jpg,,open,open,,,dirkhonda
1269,public,Snack Attack Now I'm Reading,Nora Gaydos,1,snack_attack_now_i_m_reading_2.jpg,"Set of 10 books, Level 2 Beginner",,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,snack_attack_now_i_m_reading_1.jpg,,open,open,,,dirkhonda
1270,public,Snap it Up Card Game,Learning Resources,1,snap_it_up_card_game_2.jpg,Addition and Subtraction Card Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,snap_it_up_card_game_1.jpg,,open,open,,,dirkhonda
1271,public,Snap it Up Word Families,Learning Resources,1,snap_it_up_word_families_2.jpg,Word Families Card Game,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,snap_it_up_word_families_1.jpg,,open,open,,,dirkhonda
1272,public,Snap Shots,Learning Resources,2,,Critical Thinking,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,snap_shots_2.jpg,,open,open,,,dirkhonda
1273,public,Snug as a Bug in a Rug,Peaceable Kingdom,1,snug_as_a_bug_in_a_rug_2.jpg,"Counting, Colors, Shape, ",,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,snug_as_a_bug_in_a_rug_1.jpg,,open,open,,,dirkhonda
1274,public,Solids & Liquids,Carson Dellosa,1,solids_liquids_2.jpg|solids_liquids_3.jpg|solids_liquids_4.jpg,Solids & Liquids,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,solids_liquids_1.jpg,,open,open,,,dirkhonda
1275,public,Solve & Slide Patterning Board,Lakeshore Learning,1,,Patterns,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,solve_slide_patterning_board_1.jpg,,open,open,,,dirkhonda
1276,public,Sorting Tools,Carson Dellosa,1,sorting_tools_2.jpg|sorting_tools_3.jpg|sorting_tools_4.jpg,Sorting Tools,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,sorting_tools_1.jpg,,open,open,,,dirkhonda
1279,public,Space Shapes,Carson Dellosa,1,space_shapes_2.jpg|space_shapes_3.jpg,Shape Recognition,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,space_shapes_1.jpg,,open,open,,,dirkhonda
1281,public,Speaking & Listening Cards,Edupress,1,speaking_listening_cards_2.jpg|speaking_listening_cards_3.jpg,,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,speaking_listening_cards_1.jpg,,open,open,,,dirkhonda
1282,public,Spelling Accelerator Set 2,Smart Tray,1,spelling_accelerator_set_2_2.jpg,Spelling Word Learning Tool,,Language Arts,yes,instock,yes,1,1,3,4,5,none,,visible,no,spelling_accelerator_set_2_1.jpg,,open,open,,,dirkhonda
1283,public,Spongebob Addition & Subtraction Cards,Bendon,2,spongebob_addition_subtraction_cards_2.jpg,Addition and Subtraction Flash Cards,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,spongebob_addition_subtraction_cards_1.jpg,,open,open,,,dirkhonda
1284,public,Spongebob Phonics Reading Set,Scholastic,1,spongebob_phonics_reading_set_2.jpg,,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,spongebob_phonics_reading_set_1.jpg,,open,open,,,dirkhonda
1285,public,Squishy Human Body,Edu Science Lab,1,squishy_human_body_2.jpg|squishy_human_body_3.jpg,Interactive Human Body,,Science,yes,instock,yes,1,1,3,4,5,none,,visible,no,squishy_human_body_1.jpg,,open,open,,,dirkhonda
1286,public,Stack Up,Peaceable Kingdom,1,stack_up_2.jpg,"Color, Counting, Balance, Coordination",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,stack_up_1.jpg,,open,open,,,dirkhonda
1287,public,Star Wars Phonics,Scholastic,1,star_wars_phonics_2.jpg,10 Books 2 Work Books,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,star_wars_phonics_1.jpg,,open,open,,,dirkhonda
1288,public,Step Into Reading Ninja Turtles Phonics Power,Scholastic,1,step_into_reading_ninja_turtles_phonics_power_2.jpg,Your kids won't resist reading time when these 12 early reader books are around. With a fun short sentence structured format your youngster will love these fun books. This is a pre reader to emerging reader level. Includes a Parent Guide.,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,step_into_reading_ninja_turtles_phonics_power_1.jpg,,open,open,,,dirkhonda
1289,public,Step Into Reading Phonics Fun With Barbie,Scholastic,2,step_into_reading_phonics_fun_with_barbie_2.jpg,12 Books,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,step_into_reading_phonics_fun_with_barbie_1.jpg,,open,open,,,dirkhonda
1290,public,Stone Soup,Peaceable Kingdom,1,stone_soup_2.jpg,Cooperative,,Reading,yes,instock,yes,1,1,3,4,5,none,,visible,no,stone_soup_1.jpg,,open,open,,,dirkhonda
1291,public,Submarine Subtraction,Carson Dellosa,1,submarine_subtraction_2.jpg|submarine_subtraction_3.jpg,Subtraction Skills Game,,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,submarine_subtraction_1.jpg,,open,open,,,dirkhonda
1292,public,Sum Swamp,Learning Resources,1,sum_swamp_2.jpg,"Addition, Subtraction",,Math,yes,instock,yes,1,1,3,4,5,none,,visible,no,sum_swamp_1.jpg,,open,open,,,dirkhonda
